StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,otf,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-10-12 01:08:20,2024-10-12 01:09:39,IP Address,184.88.66.207,100,78,True,2024-10-12 01:09:39,R_5qJXKOcXq9tdudR,,,,,28.53,-81.4807,anonymous,EN,5cf48ac6639b150016eb82d3,27,Non-binary / third gender,,White or Caucasian,,"Bose, I think? I try to ignore ads. Maybe an Apple product.","Bose,Nintendo","I'm not usually one to just look at memes, so I think there was a lot I just skimmed and scrolled past.",No,,5cf48ac6639b150016eb82d3,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Orlando,FL,32835
2024-10-12 01:09:06,2024-10-12 01:10:35,IP Address,68.225.203.107,100,88,True,2024-10-12 01:10:35,R_7MgsfMbfX5Igqgk,,,,,32.213,-110.8279,anonymous,EN,66ee50c48ccf64ce2bb4e276,23,Male,,White or Caucasian,,Nintendo,"Apple,Nintendo,Whoop,LG",Basic and boring but probably would be like my usual feed.,No,,66ee50c48ccf64ce2bb4e276,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/129.0.6668.69 Mobile/15E148 Safari/604.1",Tucson,AZ,85748
2024-10-12 01:09:44,2024-10-12 01:11:12,IP Address,66.97.56.81,100,88,True,2024-10-12 01:11:13,R_7bKuE16SdrklQhf,,,,,30.03,-90.7395,anonymous,EN,5dd9df0e946f7c97406a55ea,24,Female,,White or Caucasian,,n/a,Apple,"I liked that there were a lot of spongebob memes ",No,,5dd9df0e946f7c97406a55ea,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Paulina,LA,70763
2024-10-12 01:09:27,2024-10-12 01:11:43,IP Address,172.59.105.3,100,136,True,2024-10-12 01:11:44,R_7WOr6AtaWKVL14S,,,,,29.9317,-90.1026,anonymous,EN,66b2bd5ffbecf719e850a8f8,22,Male,,White or Caucasian,,"9gag, Samsung","Nintendo,Samsung","Some of the sponsored posts were difficult to notice at first glance, and the memes were... meh.",Yes:,Some of the posts had broken images.,66b2bd5ffbecf719e850a8f8,Mozilla/5.0 (Android 10; Mobile; rv:131.0) Gecko/131.0 Firefox/131.0,New Orleans,LA,70123
2024-10-12 01:09:01,2024-10-12 01:12:21,IP Address,76.132.118.192,100,200,True,2024-10-12 01:12:22,R_5Nyq3toaFHl95Tf,,,,,37.2995,-121.7578,anonymous,EN,65a5aeb586f09a4f66b47de7,29,Non-binary / third gender,,"White or Caucasian,Other",latine,"headphones, smart watch, phone AI ad","Bose,Apple,Samsung","It seems a little outdated in terms of memes. Like these would have been hella funny like ten years ago, but only one meme (the one with the bad haircuts) is time period appropriate. I tried to like the ones that were kinda funny, but these all came across as corporate memes. If that makes sense. Like an older millenial or genx made them. TBH I know this was probably about the ads in between, but that was my least favorite part. I found myself wishing I could dislike or press ""show me less"" of this. Especially AI crap",No,,65a5aeb586f09a4f66b47de7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",San Jose,CA,95135
2024-10-12 01:09:55,2024-10-12 01:13:26,IP Address,71.120.207.106,100,210,True,2024-10-12 01:13:26,R_1Wv8WG63nr0ZWpA,,,,,36.8366,-76.1624,anonymous,EN,5d7ff4aa50fda7001a863736,25,Female,,Black or African American,,"Samsung, Apple, Bose, Nintendo","Bose,Apple,Nintendo,Whoop,Samsung","I didn't particularly like or dislike anything about the feed. In terms of features, it was pretty similar to a twitter feed in real life. I actually quite enjoyed looking at the memes and some were pretty funny.",No,,5d7ff4aa50fda7001a863736,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Virginia Beach,VA,23462
2024-10-12 01:13:19,2024-10-12 01:14:34,IP Address,75.195.15.161,100,74,True,2024-10-12 01:14:34,R_3ixpINiOM089hXz,,,,,41.8018,-87.5993,anonymous,EN,663a729aa954660a3641e086,27,Non-binary / third gender,,White or Caucasian,,N/A,JBL,"I liked most of them because I generally like memes and follow meme pages on my social media for a good laugh. ",No,,663a729aa954660a3641e086,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Chicago,IL,60613
2024-10-12 01:11:08,2024-10-12 01:15:04,IP Address,99.99.12.239,100,235,True,2024-10-12 01:15:05,R_3WAzxEaBByg75ID,,,,,42.0492,-87.7812,anonymous,EN,65bd21aa5f089b1fa5ff2758,30,Male,,Asian,,Apple,"Apple,Nintendo,Microsoft,Fitbit","I enjoyed the memes and reaction photos. I always forget how out-of-order tweets are now, following an algorithm instead of sequential order.",No,,65bd21aa5f089b1fa5ff2758,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Morton Grove,IL,60053
2024-10-12 01:17:45,2024-10-12 01:18:41,IP Address,107.139.207.232,100,56,True,2024-10-12 01:18:42,R_5PtHQSYS45AMMh4,,,,,30.3574,-89.1649,anonymous,EN,6110da394d33b556587e8759,24,Female,,White or Caucasian,,"Nintendo Switch, sleep tracker","Nintendo,Oura,Beats by Dre",They were funny memes,No,,6110da394d33b556587e8759,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Long Beach,MS,39560
2024-10-12 01:02:23,2024-10-12 01:21:37,IP Address,69.80.251.164,100,1154,True,2024-10-12 01:21:38,R_7LTE6pjDi1nWp11,,,,,37.1391,-120.5251,anonymous,EN,66ce3fd97f47d155f0f7c56c,30,Male,,American Indian/Native American or Alaska Native,,n/a,I do not recall any sponsored posts,"9gag is a terrible source of entertainment in my opinion, it is mostly stolen content last time I checked.",No,,66ce3fd97f47d155f0f7c56c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,El Nido,CA,95317
